dominio;documento;nome;uf;cidade;cep;data_cadastro;ultima_atualizacao;ticket
eafst.gov.br;032.405.268/0001-08;Escola Agrotécnica de Santa Teresa;ES;Santa Teresa;29660-000;26/05/2003 18:32;19/04/2012 11:38;1205521
palmares.gov.br;032.901.688/0001-77;Fundação Cultural Palmares / MinC;DF;Brasília;70308-200;24/03/2000 12:36;13/08/2008 13:29;276431
economizar.gov.br;033.000.167/0001-01;PETROLEO BRASILEIRO S.A. - PETROBRAS;RJ;Rio de Janeiro;20031-170;21/06/2002 17:10;05/12/2012 17:20;888871
conpet.gov.br;033.000.167/0147-57;PETROLEO BRASILEIRO S/A - PETROBRAS;SP;Cubatão;11555-900;15/08/2001 13:07;05/12/2012 17:20;619358
petrobras.gov.br;033.000.167/0819-42;PETROLEO BRASILEIRO S/A - PETROBRAS;RJ;Rio de Janeiro;21941-915;01/01/1996 12:00;05/12/2012 17:21;0
ceplacdf.gov.br;033.004.300/0001-06;Comissão Executiva do Plano da Lavoura Cacaueira;DF;Brasília;70680-900;06/05/1998 18:25;29/07/2008 00:24;95516
ceplac.gov.br;033.004.300/0003-60;COMISSAO EXECUTIVA DO PLANO DA LAVOURA CACAUEIRA;BA;Ilhéus;45650-000;27/09/1997 12:00;07/03/2016 18:59;60228
cepec.gov.br;033.004.300/0007-93;CEPLAC / CEPEC / NUCAD;BA;Ilhéus;45660-000;24/05/1999 13:18;01/04/2016 16:26;160998
ceplacpa.gov.br;033.004.300/0101-60;COMISSÃO EXECUTIVA DO PLANTIO DA LAVOURA CACAUEIRA;PA;BELEM;66635-110;11/07/2001 19:40;09/10/2007 17:05;599550
crmvto.gov.br;033.209.263/0001-64;Conselho Regional de Medicina Veterinaria TO;TO;Palmas;77000-000;11/10/2013 16:53;11/10/2013 16:53;12092731
creci-rj.gov.br;033.345.109/0001-10;Conselho Regional dos Corretores de Imoveis 1 Reg.;RJ;Rio de Janeiro;20071-003;10/06/2008 18:35;26/08/2013 21:04;4530323
brasilre.gov.br;033.376.989/0001-91;IRB - BRASIL RESSEGUROS SA;RJ;Rio de Janeiro;20020-901;16/06/2009 14:19;18/08/2015 16:45;5608210
irb-brasilre.gov.br;033.376.989/0001-91;IRB - BRASIL RESSEGUROS SA;RJ;Rio de Janeiro;20020-901;16/06/2009 14:19;18/08/2015 16:46;5575493
irb.gov.br;033.376.989/0001-91;IRB - BRASIL RESSEGUROS SA;RJ;Rio de Janeiro;20020-901;27/11/1995 12:00;18/08/2015 16:47;4611
irbbrasilre.gov.br;033.376.989/0001-91;IRB - BRASIL RESSEGUROS SA;RJ;Rio de Janeiro;20020-901;16/06/2009 14:35;18/08/2015 16:49;5575522
chesf.gov.br;033.541.368/0001-16;COMPANHIA HIDROELETRICA DO SAO FRANCISCO;PE;Recife;50761-901;17/04/1996 12:00;27/05/2015 18:40;6832
rffsa.gov.br;033.613.332/0001-09;REDE FERROVIARIA FEDERAL S.A.;RJ;Rio de Janeiro;20224-900;11/12/1996 11:00;31/07/2015 13:19;24888
errec.gov.br;033.613.332/0019-20;Rede Ferroviaria federal S/A;PE;recife;50020-080;09/02/1998 12:03;01/07/2002 18:50;83258
dner.gov.br;033.628.777/0001-54;Depto Nacional de Estradas de Rodagem - DNER;DF;Brasilia;70040-902;06/11/1998 16:40;22/01/2010 00:48;124781
dner1drf.gov.br;033.628.777/0002-35;DNER / 1º Distrito Rodoviário Federal;AM;Manaus;69050-030;10/01/2000 12:29;10/01/2000 12:00;235023
dner-ce.gov.br;033.628.777/0004-05;DNER - 03. DISTRITO RODOVIAVIO FEDERAL;CE;Fortaleza;60864-190;12/11/1997 11:00;12/03/2015 22:43;68934
dner-ms.gov.br;033.628.777/0022-89;DNER - DEPTº NAC. DE ESTRADAS E RODAGENS;MS;Campo Grande;79110-000;25/05/1999 14:09;01/02/2006 13:54;162874
amazonfund-bndes.gov.br;033.657.248/0001-89;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCI;RJ;Rio de Janeiro;20031-917;17/03/2009 14:38;13/02/2014 23:08;5310107
amazonfund.gov.br;033.657.248/0001-89;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCI;RJ;Rio de Janeiro;20031-917;17/03/2009 14:54;27/02/2014 23:16;5310125
amazoniafund.gov.br;033.657.248/0001-89;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCI;RJ;Rio de Janeiro;20031-917;17/03/2009 14:54;13/02/2014 23:08;5310115
amazoniafundo-bndes.gov.br;033.657.248/0001-89;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCI;RJ;Rio de Janeiro;20031-917;17/03/2009 14:38;13/02/2014 23:08;5310091
amazoniafundo.gov.br;033.657.248/0001-89;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCI;RJ;Rio de Janeiro;20031-917;17/03/2009 14:54;13/02/2014 23:09;5310130
amazonianfund-bndes.gov.br;033.657.248/0001-89;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCI;RJ;Rio de Janeiro;20031-917;17/03/2009 14:38;13/02/2014 23:09;5310056
amazonianfund.gov.br;033.657.248/0001-89;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCI;RJ;Rio de Janeiro;20031-917;17/03/2009 14:54;13/02/2014 23:09;5310136
bndes.gov.br;033.657.248/0001-89;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCI;RJ;Rio de Janeiro;20031-917;30/10/1995 12:00;27/05/2016 23:04;4412
cartaobndes.gov.br;033.657.248/0001-89;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCI;RJ;Rio de Janeiro;20031-917;02/05/2002 13:40;17/11/2014 15:59;810139
centrodememoriabndes.gov.br;033.657.248/0001-89;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCI;RJ;Rio de Janeiro;20031-917;11/12/2014 09:24;11/12/2014 09:24;13643576
ebndes.gov.br;033.657.248/0001-89;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCI;RJ;Rio de Janeiro;20031-917;02/05/2002 13:40;12/02/2016 20:54;810174
fundoamazonia-bndes.gov.br;033.657.248/0001-89;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCI;RJ;Rio de Janeiro;20031-917;17/03/2009 14:38;13/02/2014 23:15;5310031
fundoamazonia.gov.br;033.657.248/0001-89;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCI;RJ;Rio de Janeiro;20031-917;17/03/2009 14:54;27/02/2014 23:18;5352022
memoriabndes.gov.br;033.657.248/0001-89;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCI;RJ;Rio de Janeiro;20031-917;10/12/2014 15:38;10/12/2014 15:38;13601169
finame.gov.br;033.660.564/0001-00;Agência Especial de Financiamento Industrial;RJ;Rio de Janeiro;20031-917;17/05/2006 17:29;11/11/2014 20:50;2800317
a2000.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70830-010;15/01/1999 17:39;02/05/2011 12:06;137067
bioform.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70830-010;01/04/2013 12:23;01/04/2013 12:23;11267724
br.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70830-010;18/11/2013 18:20;18/11/2013 18:20;12262544
brasilsemiseria.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70830-010;26/05/2011 16:59;14/10/2013 11:21;8329623
brasilsemmiseria.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70830-010;26/05/2011 16:59;14/10/2013 11:21;8329582
brasiltransparente.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70830-010;21/08/2000 15:35;02/05/2011 12:07;410725
cadastrorural.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70830-010;04/11/2014 11:21;04/11/2014 11:21;13512125
cidadesdigitais.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70830-010;28/08/2013 14:37;28/08/2013 14:37;11909114
coaf.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70830-010;20/07/1999 20:07;02/05/2011 12:07;179648
comprasgovernamentais.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70830-010;15/01/2014 18:39;15/01/2014 18:39;12435180
comprasnet.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70830-010;26/03/1999 13:15;02/05/2011 12:07;149989
computadorparaprofessores.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70830-010;07/07/2008 13:37;29/04/2011 17:42;4639088
computadorparatodos.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70830-010;30/09/2005 14:17;02/05/2011 12:07;2358165
consegi.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70830-010;30/04/2008 19:14;02/05/2011 12:07;4409079
e-car.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70830-010;08/11/2010 09:30;02/05/2011 12:08;7484850
e.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70830-010;25/07/2002 18:22;02/05/2011 12:08;920707
empresa.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70830-010;11/11/2013 18:31;11/11/2013 18:31;12212565
empresasimples.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70830-010;11/11/2013 18:31;11/11/2013 18:31;12212540
entespublicos.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70830-010;04/11/2014 11:21;04/11/2014 11:21;13512112
esocial.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70830-010;31/05/2013 17:21;31/05/2013 17:21;11523942
expresso.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70830-010;04/11/2010 13:02;02/05/2011 12:08;7502175
forumsocinfo.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70830-010;11/11/2004 12:43;02/05/2011 12:08;1882454
frameworkdemoiselle.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70830-010;12/01/2009 13:08;02/05/2011 12:08;5134631
gespublica.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70830-010;26/09/2005 13:13;02/05/2011 12:08;2379916
gnre.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70830-010;04/04/2005 18:47;14/09/2011 14:41;2050041
microepequenaempresa.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70830-010;06/11/2013 13:41;06/11/2013 13:41;12212573
obrasnet.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70830-010;03/05/2002 14:37;16/07/2015 21:26;810227
orcamentofederal.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70830-010;06/12/2010 17:42;02/05/2011 12:09;7603108
ouvidoriadoservidor.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70830-010;24/10/2003 14:45;02/05/2011 12:09;1404373
pac.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70830-010;04/05/2007 18:08;15/05/2015 20:09;3544303
pgfn.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70830-010;26/06/2007 19:28;02/05/2011 12:09;3656427
portalgoverno.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70830-010;15/07/2002 11:48;14/09/2011 14:42;907366
portalsiscomex.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70830-010;05/03/2014 15:41;05/03/2014 15:41;12551486
quiosque.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70830-010;14/05/2002 19:51;02/05/2011 12:09;846503
quiosqueredegoverno.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70830-010;15/07/2002 11:48;02/05/2011 12:09;907317
receita.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70830-010;17/04/1998 18:43;17/10/2014 18:58;93848
redebrasildigital.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70830-010;16/11/2015 15:23;16/11/2015 15:23;14886239
redegoverno.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70830-010;17/04/1998 18:43;02/05/2011 12:10;93845
redesim.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70830-010;02/09/2014 19:04;02/09/2014 19:04;13280319
riocmsi.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70830-010;04/04/2005 18:47;02/05/2011 12:10;2080875
scdp.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70830-010;26/10/2005 16:30;02/05/2011 12:10;2416257
serpro.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70830-010;01/01/1996 12:00;06/07/2015 20:13;0
siapenet.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70830-010;22/10/1999 11:32;02/05/2011 12:10;212040
simples.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70830-010;11/11/2013 18:31;11/11/2013 18:31;12212554
sintegra.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70830-010;16/01/1998 12:25;02/05/2011 12:10;82349
siscomex.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70830-010;24/06/1998 19:32;02/05/2011 12:10;104131
smpe.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70830-010;06/11/2013 13:41;06/11/2013 13:41;12212581
softwarelivre.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70830-010;24/06/2003 10:57;02/05/2011 12:10;1254667
softwarepublico.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70830-010;24/11/2005 12:23;22/01/2016 20:28;2483279
solucoestipublica.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70830-010;27/02/2003 18:44;02/05/2011 12:11;1121051
tesourodireto.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70830-010;08/05/2003 14:03;02/05/2011 12:11;1178358
uca.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70830-010;14/06/2007 17:47;02/05/2011 12:11;3656440
xn--oramentofederal-fmb.gov.br;033.683.111/0001-07;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70830-010;17/12/2010 16:25;02/05/2011 12:09;7658293
c-brasil.gov.br;033.683.111/0009-56;SERVIÇO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70830-010;08/05/2000 20:09;02/05/2011 12:14;324512
c-brazil.gov.br;033.683.111/0009-56;SERVIÇO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70830-010;08/05/2000 20:09;02/05/2011 12:14;324581
gra.gov.br;033.683.111/0009-56;SERVIÇO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70830-010;29/08/2000 17:26;02/05/2011 12:15;408759
rais.gov.br;033.683.111/0009-56;SERVIÇO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO;DF;Brasília;70830-010;26/01/2000 16:48;02/05/2011 12:15;245082
bemrecebercopa.gov.br;033.741.794/0001-01;Ministério do Turismo;DF;Brasília;70716-900;26/05/2010 13:50;08/04/2013 20:44;6815823
embratur.gov.br;033.741.794/0001-01;Ministério do Turismo;DF;Brasília;70716-900;26/06/1995 12:00;15/04/2016 13:16;0
excelenciaemturismo.gov.br;033.741.794/0001-01;Ministério do Turismo;DF;Brasília;70716-900;08/07/2008 17:55;14/10/2014 18:12;4644824
mtur.gov.br;033.741.794/0001-01;Ministério do Turismo;DF;Brasília;70716-900;16/01/2003 11:26;20/09/2014 22:07;1066494
olaturista.gov.br;033.741.794/0001-01;Ministério do Turismo;DF;Brasília;70716-900;29/09/2009 12:23;20/09/2014 22:08;6006082
turismo.gov.br;033.741.794/0001-01;Ministério do Turismo;DF;Brasília;70716-900;15/01/2003 17:48;14/09/2015 18:25;1070851
turismobrasil.gov.br;033.741.794/0001-01;Ministério do Turismo;DF;Brasília;70716-900;24/12/2007 11:29;20/09/2014 22:11;4131446
capitalderisco.gov.br;033.749.086/0002-90;FINANCIADORA DE ESTUDOS E PROJETOS - FINEP;RJ;Rio de Janeiro;20031-170;04/04/2000 17:17;04/05/2011 18:55;290583
finep.gov.br;033.749.086/0002-90;FINANCIADORA DE ESTUDOS E PROJETOS - FINEP;RJ;Rio de Janeiro;20031-170;01/01/1996 12:00;05/11/2014 18:05;0
venturecapital.gov.br;033.749.086/0002-90;FINANCIADORA DE ESTUDOS E PROJETOS - FINEP;RJ;Rio de Janeiro;20031-170;04/04/2000 17:18;04/05/2011 18:56;290586
unasus.gov.br;033.781.055/0009-92;FUNDACAO OSWALDO CRUZ;DF;Brasília;70910-900;25/10/2011 13:52;22/04/2012 05:28;8923771
censo.gov.br;033.787.094/0001-40;FUNDACAO INST BRAS DE GEOGRAFIA E ESTATISTICA IBGE;RJ;Rio de Janeiro;20031-170;26/07/2000 13:34;30/07/2011 21:57;386034
censo2000.gov.br;033.787.094/0001-40;FUNDACAO INST BRAS DE GEOGRAFIA E ESTATISTICA IBGE;RJ;Rio de Janeiro;20031-170;26/07/2000 13:34;30/07/2011 22:00;386036
concar.gov.br;033.787.094/0001-40;FUNDACAO INST BRAS DE GEOGRAFIA E ESTATISTICA IBGE;RJ;Rio de Janeiro;20031-170;23/09/2010 19:02;30/07/2011 22:03;7353286
fibge.gov.br;033.787.094/0001-40;FUNDACAO INST BRAS DE GEOGRAFIA E ESTATISTICA IBGE;RJ;Rio de Janeiro;20031-170;16/05/2011 18:33;11/11/2011 19:22;8261997
ibge.gov.br;033.787.094/0001-40;FUNDACAO INST BRAS DE GEOGRAFIA E ESTATISTICA IBGE;RJ;Rio de Janeiro;20031-170;01/01/1996 12:00;11/07/2014 20:43;0
inde.gov.br;033.787.094/0001-40;FUNDACAO INST BRAS DE GEOGRAFIA E ESTATISTICA IBGE;RJ;Rio de Janeiro;20031-170;23/02/2010 17:18;30/07/2011 22:02;6581510
ibge2.gov.br;033.787.094/0043-07;IBGE - Instituto Brasileiro de Geografia;RJ;Rio de Janeiro;20271-201;06/08/1999 12:21;13/09/2004 22:02;184965
frp.gov.br;033.868.639/0001-42;FUNDACAO ROQUETTE PINTO;RJ;Rio de Janeiro;20231-011;06/03/1997 12:00;18/03/1998 12:00;32360
cnpd.gov.br;033.892.175/0001-00;IPEA -INSTITUTO DE PESQUISA ECONOMICA APLICADA;DF;Brasília;70076-900;08/05/2001 19:39;04/04/2016 19:24;548050
federativo.gov.br;033.892.175/0001-00;IPEA -INSTITUTO DE PESQUISA ECONOMICA APLICADA;DF;Brasília;70076-900;21/03/2006 15:28;20/11/2012 19:14;2696926
ipea.gov.br;033.892.175/0001-00;IPEA -INSTITUTO DE PESQUISA ECONOMICA APLICADA;DF;Brasília;70076-900;29/04/1996 12:00;30/05/2016 21:23;7297
ipeadata.gov.br;033.892.175/0001-00;IPEA -INSTITUTO DE PESQUISA ECONOMICA APLICADA;DF;Brasília;70076-900;25/02/2000 18:46;20/04/2016 20:59;268063
mestradoprofissional.gov.br;033.892.175/0001-00;IPEA -INSTITUTO DE PESQUISA ECONOMICA APLICADA;DF;Brasília;70076-900;02/12/2015 18:44;02/12/2015 18:44;14934291
portalfederativo.gov.br;033.892.175/0001-00;IPEA -INSTITUTO DE PESQUISA ECONOMICA APLICADA;DF;Brasília;70076-900;21/03/2006 15:28;20/11/2012 19:14;2696932
anapost.gov.br;034.028.316/0001-03;Empresa Brasileira de Correios e Telégrafos;DF;Brasília;70002-900;01/02/2000 18:09;02/04/2015 17:15;246117
correio.gov.br;034.028.316/0001-03;Empresa Brasileira de Correios e Telégrafos;DF;Brasília;70002-900;01/02/2000 18:09;19/01/2016 17:46;246912
correios.gov.br;034.028.316/0001-03;Empresa Brasileira de Correios e Telégrafos;DF;Brasília;70002-900;16/10/1997 11:00;02/04/2015 17:59;63697
e-post.gov.br;034.028.316/0001-03;Empresa Brasileira de Correios e Telégrafos;DF;Brasília;70002-900;21/09/2001 19:00;04/06/2016 00:33;637040
ect.gov.br;034.028.316/0001-03;Empresa Brasileira de Correios e Telégrafos;DF;Brasília;70002-900;08/02/1996 12:00;19/01/2016 18:43;5310
epost.gov.br;034.028.316/0001-03;Empresa Brasileira de Correios e Telégrafos;DF;Brasília;70002-900;21/09/2001 18:29;04/06/2016 00:32;637030
reformapostal.gov.br;034.028.316/0001-03;Empresa Brasileira de Correios e Telégrafos;DF;Brasília;70002-900;17/01/2000 13:47;04/06/2016 00:51;240586
correios-ce.gov.br;034.028.316/0010-02;EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS;CE;Fortaleza;60030-970;07/02/1996 12:00;11/12/2013 13:37;5293
codern.gov.br;034.040.345/0001-90;COMPANHIA DAS DOCAS DO RIO GRANDE DO NORTE;RN;Natal;59010-700;15/12/2011 12:52;15/12/2011 12:52;9218722
cfa.gov.br;034.061.135/0001-89;CFA - CONSELHO FEDERAL DE ADMINISTRACAO;DF;Brasília;70070-010;18/03/2009 19:41;14/01/2015 12:56;5312797
casadamoeda.gov.br;034.164.319/0005-06;CASA DA MOEDA DO BRASIL CMB;RJ;Rio de Janeiro;23565-200;01/05/1997 12:00;25/04/2016 15:54;38379
cmb.gov.br;034.164.319/0005-06;CASA DA MOEDA DO BRASIL CMB;RJ;Rio de Janeiro;23565-200;22/08/2007 11:39;25/04/2016 15:54;3770042
eafc-pa.gov.br;034.823.237/0001-94;Escola Agrotécnica Federal de Castanhal;PA;castanhal;68740-000;22/09/1998 14:28;22/05/2007 23:53;115409
tjap.gov.br;034.870.576/0001-21;TRIBUNAL DE JUSTICA DO ESTADO DO AMAPA;AP;Macapá;68900-911;14/05/1998 12:57;02/08/2012 02:49;97640
tre-ap.gov.br;034.927.343/0001-18;Tribunal Regional Eleitoral do Amapá;AP;Macapá;68900-020;05/08/1998 19:21;08/01/2015 21:03;106206
al.gov.br;035.562.321/0001-64;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE ALAGOAS;AL;Maceió;57020-330;04/04/1996 12:00;04/03/2016 20:57;6462
agronet-pe.gov.br;035.672.054/0001-88;ESCOLA AGROTECNICA FEDERAL DE BELO JARDIM;PE;Belo Jardim;55155-730;11/04/2002 11:56;11/07/2011 11:05;786648
trt19.gov.br;035.734.318/0001-80;TRT da 19a Regiao;AL;Maceió;57020-440;30/06/1999 14:23;27/02/2008 22:18;169924
eafcol.gov.br;036.351.658/0001-95;Escola Agrotécnica Federal de Colatina;ES;Colatina;29709-910;17/03/2004 19:11;19/02/2016 10:47;1572501
transportes.gov.br;037.115.342/0001-67;MINISTERIO DOS TRANSPORTES;DF;Brasília;70044-902;05/12/1996 11:00;30/07/2014 19:13;23865
trensurb.gov.br;037.115.342/0001-67;MINISTERIO DOS TRANSPORTES;DF;Brasília;70044-902;21/01/2002 20:35;27/11/2014 14:26;721838
caged.gov.br;037.115.367/0033-48;MINISTERIO DO TRABALHO E EMPREGO;DF;Brasília;70056-900;29/04/2005 18:22;05/02/2016 20:41;2088808
fat.gov.br;037.115.367/0033-48;MINISTERIO DO TRABALHO E EMPREGO;DF;Brasília;70056-900;17/03/2010 18:09;05/02/2016 20:41;6639489
mtb.gov.br;037.115.367/0033-48;MINISTERIO DO TRABALHO E EMPREGO;DF;Brasília;70056-900;08/01/1996 12:00;05/02/2016 20:42;5021
mte.gov.br;037.115.367/0033-48;MINISTERIO DO TRABALHO E EMPREGO;DF;Brasília;70056-900;11/02/1999 18:24;05/02/2016 19:35;141353
mtecbo.gov.br;037.115.367/0033-48;MINISTERIO DO TRABALHO E EMPREGO;DF;Brasília;70056-900;17/10/2002 11:25;05/02/2016 20:43;982440
mtecbo2000.gov.br;037.115.367/0033-48;MINISTERIO DO TRABALHO E EMPREGO;DF;Brasília;70056-900;27/06/2001 13:07;15/12/2010 11:21;586428
trabalho.gov.br;037.115.367/0033-48;MINISTERIO DO TRABALHO E EMPREGO;DF;Brasília;70056-900;28/07/2000 21:30;05/02/2016 20:45;394684
mtbauru.gov.br;037.115.367/0041-58;Ministério do Trabalho e Emprego - MTE;SP;Bauru;17000-100;16/07/2002 18:04;16/07/2002 15:04;913109
ambiente.gov.br;037.115.375/0002-98;MINISTERIO DO MEIO AMBIENTE;DF;Brasília;70068-900;13/08/2001 20:13;11/04/2016 13:05;615398
brazilenvironment-mobile.gov.br;037.115.375/0002-98;MINISTERIO DO MEIO AMBIENTE;DF;Brasília;70068-900;13/08/2001 20:13;11/04/2016 13:09;615408
brazilsenvironment.gov.br;037.115.375/0002-98;MINISTERIO DO MEIO AMBIENTE;DF;Brasília;70068-900;13/08/2001 20:13;11/04/2016 13:11;615404
conferenciameioambiente.gov.br;037.115.375/0002-98;MINISTERIO DO MEIO AMBIENTE;DF;Brasília;70068-900;27/02/2013 19:43;11/04/2016 13:19;11119091
